user_id,censor_status,work_year
152499,0,10+ years
152500,1,7 years
152501,0,8 years
152504,0,7 years
152505,1,7 years
152507,2,7 years
152509,1,10+ years
152510,2,7 years
152512,1,10+ years
152517,0,10+ years
152520,1,7 years
152523,0,10+ years
152525,1,7 years
152527,1,10+ years
152528,0,10+ years
152531,1,10+ years
152534,1,10+ years
152536,1,10+ years
152537,0,9 years
152543,0,10+ years
152544,1,8 years
152545,0,9 years
152548,1,8 years
152549,1,10+ years
152552,2,10+ years
152553,2,6 years
152558,2,9 years
152562,1,10+ years
152563,2,10+ years
152566,0,10+ years
152568,2,10+ years
152569,2,10+ years
152571,2,10+ years
152576,2,10+ years
152578,2,6 years
152582,2,10+ years
152589,2,6 years
152590,0,10+ years
152591,1,10+ years
152593,2,7 years
152601,0,10+ years
152602,1,7 years
152603,2,7 years
152605,1,7 years
152606,2,6 years
152608,0,6 years
152609,0,10+ years
152614,0,9 years
152615,2,8 years
152618,0,7 years
152620,0,10+ years
152623,1,10+ years
152629,2,9 years
152631,2,10+ years
152633,1,10+ years
152634,1,10+ years
152636,1,10+ years
152638,2,9 years
152639,1,6 years
152642,0,8 years
152643,0,10+ years
152644,1,7 years
152645,1,10+ years
152646,1,8 years
152647,2,10+ years
152648,2,10+ years
152649,1,10+ years
152650,1,10+ years
152654,1,10+ years
152659,0,7 years
152663,2,8 years
152666,1,9 years
152667,1,10+ years
152670,2,10+ years
152672,2,8 years
152673,0,10+ years
152678,2,10+ years
152681,0,10+ years
152682,1,8 years
152683,1,10+ years
152688,2,7 years
152689,1,10+ years
152691,1,10+ years
152692,1,9 years
152698,2,7 years
152699,2,7 years
152701,1,9 years
152702,0,9 years
152704,1,10+ years
152705,2,10+ years
152706,0,10+ years
152707,2,10+ years
152711,0,10+ years
152720,1,10+ years
152721,0,10+ years
152722,2,8 years
152726,0,10+ years
152727,2,10+ years
152730,0,10+ years
152733,2,10+ years
152737,0,8 years
152739,1,9 years
152740,1,10+ years
152741,1,10+ years
152742,1,7 years
152743,1,10+ years
152745,2,10+ years
152746,1,10+ years
152748,2,10+ years
152750,2,10+ years
152752,0,6 years
152753,1,6 years
152754,1,9 years
152755,1,10+ years
152756,1,8 years
152757,2,10+ years
152761,0,10+ years
152766,2,10+ years
152767,1,10+ years
152768,1,10+ years
152769,1,10+ years
152770,0,10+ years
152771,2,10+ years
152773,1,10+ years
152774,0,6 years
152775,0,7 years
152776,2,10+ years
152777,0,10+ years
152780,1,10+ years
152785,2,10+ years
152787,1,10+ years
152792,1,9 years
152794,1,10+ years
152796,1,10+ years
152797,2,10+ years
152800,0,10+ years
152802,2,8 years
152803,1,10+ years
152806,2,6 years
152807,2,7 years
152809,2,6 years
152810,2,10+ years
152813,1,7 years
152814,1,10+ years
152816,1,10+ years
152819,1,10+ years
152820,1,10+ years
152826,1,10+ years
152828,1,9 years
152832,2,10+ years
152833,0,8 years
152839,2,10+ years
152842,0,6 years
152845,2,10+ years
152848,0,6 years
152850,1,10+ years
152851,1,10+ years
152854,0,10+ years
152857,2,10+ years
152858,0,10+ years
152861,0,6 years
152863,2,10+ years
152867,1,10+ years
152871,0,10+ years
152873,1,10+ years
152874,1,10+ years
152879,0,10+ years
152881,2,10+ years
152882,0,10+ years
152884,2,10+ years
152885,1,10+ years
152888,1,10+ years
152889,2,9 years
152890,2,7 years
152891,1,10+ years
152893,0,10+ years
152894,2,10+ years
152895,1,10+ years
152898,0,10+ years
152899,2,10+ years
152901,2,6 years
152902,1,10+ years
152903,0,8 years
152905,2,7 years
152908,0,10+ years
152911,0,10+ years
152912,2,10+ years
152913,2,10+ years
152917,0,10+ years
152919,2,10+ years
152921,0,10+ years
152925,0,10+ years
152928,1,10+ years
152929,1,7 years
152934,0,8 years
152935,0,10+ years
152936,1,9 years
152937,0,10+ years
152939,0,10+ years
152945,2,10+ years
152947,0,10+ years
152948,0,10+ years
152949,1,10+ years
152950,1,7 years
152953,0,6 years
152956,2,8 years
152958,1,6 years
152959,2,8 years
152961,1,10+ years
152962,1,10+ years
152965,1,8 years
152967,1,10+ years
152968,2,8 years
152970,2,9 years
152972,2,7 years
152973,0,10+ years
152974,2,10+ years
152975,2,10+ years
152978,0,10+ years
152979,2,10+ years
152980,1,10+ years
152981,2,9 years
152984,1,10+ years
152991,2,6 years
152993,0,10+ years
152995,1,10+ years
152998,2,10+ years
153001,2,7 years
153002,0,7 years
153005,2,8 years
153008,1,10+ years
153009,1,8 years
153010,0,10+ years
153012,0,10+ years
153013,1,10+ years
153015,1,10+ years
153017,1,10+ years
153019,1,10+ years
153021,2,10+ years
153024,1,8 years
153025,0,10+ years
153026,2,10+ years
153027,1,10+ years
153030,1,10+ years
153033,0,10+ years
153034,0,8 years
153038,2,10+ years
153039,1,10+ years
153043,1,6 years
153044,0,6 years
153045,2,10+ years
153050,2,10+ years
153051,1,7 years
153056,0,10+ years
153058,0,10+ years
153061,0,6 years
153063,0,9 years
153065,1,10+ years
153067,1,8 years
153068,1,7 years
153071,2,10+ years
153073,1,10+ years
153074,0,10+ years
153075,2,10+ years
153081,1,10+ years
153083,1,8 years
153085,0,9 years
153087,1,8 years
153090,2,10+ years
153095,1,6 years
153098,2,10+ years
153102,0,10+ years
153103,1,8 years
153104,2,10+ years
153108,0,9 years
153109,1,10+ years
153111,0,10+ years
153113,1,10+ years
153115,1,10+ years
153119,0,10+ years
153121,2,10+ years
153127,1,10+ years
153128,2,10+ years
153132,0,10+ years
153134,1,9 years
153135,2,8 years
153137,0,10+ years
153140,1,6 years
153143,0,10+ years
153145,1,10+ years
153151,0,10+ years
153152,2,6 years
153155,1,7 years
153156,2,10+ years
153160,0,10+ years
153162,1,10+ years
153164,2,8 years
153165,0,7 years
153167,0,10+ years
153168,1,10+ years
153172,1,10+ years
153173,0,10+ years
153177,1,10+ years
153178,2,10+ years
153179,2,6 years
153181,2,6 years
153182,2,10+ years
153183,0,8 years
153187,1,7 years
153190,0,7 years
153191,1,6 years
153192,1,8 years
153193,0,10+ years
153196,2,10+ years
153197,1,10+ years
153198,0,10+ years
153199,2,10+ years
153202,0,6 years
153203,2,10+ years
153205,0,10+ years
153208,1,10+ years
153214,0,9 years
153217,0,10+ years
153222,0,10+ years
153223,2,10+ years
153225,1,6 years
153228,0,10+ years
153230,1,6 years
153231,0,10+ years
153232,2,10+ years
153233,0,10+ years
153235,0,10+ years
153239,2,10+ years
153240,1,10+ years
153242,2,10+ years
153246,1,10+ years
153247,2,10+ years
153248,1,10+ years
153251,0,6 years
153252,1,10+ years
153253,0,10+ years
153258,2,6 years
153260,1,10+ years
153262,0,6 years
153263,1,6 years
153264,2,10+ years
153265,1,10+ years
153266,2,8 years
153267,0,6 years
153271,0,10+ years
153274,0,10+ years
153276,1,10+ years
153277,0,10+ years
153278,1,10+ years
153279,2,8 years
153281,2,6 years
153284,0,8 years
153288,1,10+ years
153289,0,10+ years
153291,1,6 years
153292,1,10+ years
153293,2,10+ years
153294,1,10+ years
153295,1,6 years
153300,2,10+ years
153302,1,6 years
153303,1,8 years
153305,2,8 years
153306,0,10+ years
153308,0,10+ years
153310,2,10+ years
153313,2,10+ years
153314,0,8 years
153315,0,7 years
153319,0,10+ years
153320,0,6 years
153322,0,10+ years
153326,1,8 years
153327,1,10+ years
153328,1,10+ years
153329,1,7 years
153330,2,9 years
153332,1,6 years
153335,1,7 years
153337,1,10+ years
153342,2,10+ years
153343,0,10+ years
153346,1,10+ years
153347,1,10+ years
153349,1,10+ years
153350,1,6 years
153353,0,8 years
153354,0,7 years
153355,0,10+ years
153356,2,8 years
153358,1,7 years
153360,1,9 years
153363,2,10+ years
153364,2,10+ years
153365,1,10+ years
153366,1,8 years
153367,0,9 years
153368,0,10+ years
153374,0,10+ years
153375,2,10+ years
153376,0,8 years
153377,1,10+ years
153380,0,8 years
153381,1,10+ years
153383,1,6 years
153384,1,10+ years
153385,0,10+ years
153394,1,9 years
153395,0,10+ years
153396,1,10+ years
153397,1,10+ years
153402,1,10+ years
153404,2,6 years
153405,2,10+ years
153413,0,10+ years
153414,0,10+ years
153417,2,10+ years
153418,1,9 years
153421,1,8 years
153422,2,10+ years
153423,2,6 years
153425,2,10+ years
153427,0,9 years
153429,1,10+ years
153430,2,10+ years
153431,2,10+ years
153432,2,10+ years
153434,1,7 years
153435,1,10+ years
153437,0,10+ years
153443,0,9 years
153444,0,10+ years
153445,2,8 years
153449,1,10+ years
153450,2,10+ years
153451,2,6 years
153452,0,9 years
153456,2,6 years
153458,1,10+ years
153461,2,8 years
153462,2,10+ years
153468,0,10+ years
153469,1,10+ years
153473,2,8 years
153475,1,10+ years
153477,1,8 years
153479,0,10+ years
153480,0,10+ years
153481,0,10+ years
153485,1,10+ years
153489,2,10+ years
153490,1,9 years
153491,1,10+ years
153494,1,10+ years
153496,0,9 years
153498,0,8 years
153499,2,10+ years
153503,1,10+ years
153505,2,6 years
153506,0,10+ years
153507,0,8 years
153510,1,10+ years
153511,2,10+ years
153512,1,6 years
153514,0,10+ years
153516,1,6 years
153519,1,10+ years
153520,2,10+ years
153523,1,8 years
153524,1,10+ years
153527,0,10+ years
153528,2,10+ years
153531,1,8 years
153532,2,10+ years
153533,0,10+ years
153534,0,6 years
153536,1,10+ years
153537,0,10+ years
153538,1,8 years
153540,1,10+ years
153542,0,10+ years
153543,0,10+ years
153544,0,10+ years
153546,2,10+ years
153547,1,10+ years
153548,0,10+ years
153550,0,7 years
153552,2,10+ years
153553,0,8 years
153554,0,7 years
153555,2,10+ years
153561,2,10+ years
153562,1,10+ years
153564,0,6 years
153565,2,10+ years
153569,0,10+ years
153572,2,10+ years
153573,1,10+ years
153574,2,9 years
153575,1,9 years
153576,2,10+ years
153577,2,10+ years
153579,1,7 years
153580,2,10+ years
153581,0,10+ years
153583,2,10+ years
153585,1,10+ years
153590,1,10+ years
153591,0,10+ years
153592,1,10+ years
153593,2,10+ years
153594,1,10+ years
153598,0,10+ years
153599,1,9 years
153600,1,10+ years
153601,1,7 years
153602,1,8 years
153604,2,10+ years
153607,0,10+ years
153608,1,10+ years
153611,1,10+ years
153613,1,10+ years
153614,0,10+ years
153615,2,8 years
153618,1,7 years
153621,2,10+ years
153622,0,10+ years
153623,0,6 years
153624,1,8 years
153627,1,10+ years
153629,2,9 years
153630,0,10+ years
153631,1,10+ years
153633,2,10+ years
153635,0,6 years
153637,1,9 years
153642,2,10+ years
153646,2,8 years
153647,0,10+ years
153649,1,10+ years
153650,1,10+ years
153652,1,9 years
153654,2,8 years
153656,1,10+ years
153657,2,10+ years
153660,1,10+ years
153661,0,10+ years
153662,1,8 years
153664,2,10+ years
153665,0,7 years
153667,2,10+ years
153668,2,6 years
153670,2,6 years
153671,2,9 years
153672,1,10+ years
153675,1,6 years
153677,0,8 years
153679,1,10+ years
153680,0,10+ years
153683,1,10+ years
153685,2,10+ years
153688,0,6 years
153689,2,10+ years
153690,1,6 years
153693,1,10+ years
153698,1,8 years
153701,1,8 years
153702,0,8 years
153706,1,10+ years
153708,1,10+ years
153709,2,10+ years
153716,2,9 years
153718,0,7 years
153721,2,7 years
153723,2,10+ years
153725,0,10+ years
153726,1,8 years
153727,0,10+ years
153728,2,8 years
153730,1,10+ years
153733,2,7 years
153737,2,8 years
153740,0,8 years
153742,1,6 years
153743,1,6 years
153744,2,10+ years
153758,2,10+ years
153765,1,10+ years
153767,1,9 years
153768,1,9 years
153773,0,10+ years
153775,1,7 years
153777,1,9 years
153778,1,10+ years
153779,1,7 years
153780,0,6 years
153781,1,10+ years
153788,0,8 years
153789,2,10+ years
153794,2,10+ years
153796,1,10+ years
153797,1,6 years
153800,0,6 years
153804,1,9 years
153806,0,10+ years
153812,0,10+ years
153813,2,10+ years
153815,1,10+ years
153816,0,10+ years
153819,1,9 years
153823,0,10+ years
153826,1,10+ years
153827,2,10+ years
153833,0,8 years
153835,0,10+ years
153838,2,10+ years
153843,0,10+ years
153844,1,9 years
153845,0,10+ years
153847,2,9 years
153848,2,8 years
153850,1,10+ years
153852,1,7 years
153854,1,8 years
153855,1,6 years
153860,1,10+ years
153861,1,10+ years
153862,2,8 years
153863,1,10+ years
153864,2,10+ years
153866,1,10+ years
153871,2,10+ years
153872,0,10+ years
153873,0,8 years
153874,2,7 years
153875,1,10+ years
153877,0,6 years
153878,0,7 years
153879,0,8 years
153880,0,10+ years
153881,1,10+ years
153882,0,8 years
153884,2,10+ years
153885,1,6 years
153887,2,10+ years
153889,2,10+ years
153890,2,10+ years
153892,2,6 years
153894,0,10+ years
153897,0,10+ years
153899,0,10+ years
153900,0,9 years
153901,1,10+ years
153902,2,9 years
153903,2,10+ years
153905,1,10+ years
153908,0,6 years
153910,1,6 years
153912,0,7 years
153913,0,10+ years
153917,1,6 years
153921,2,8 years
153922,1,6 years
153923,0,8 years
153926,0,10+ years
153927,2,10+ years
153928,0,9 years
153930,2,10+ years
153933,1,10+ years
153934,0,8 years
153937,2,10+ years
153938,1,10+ years
153940,0,9 years
153942,2,10+ years
153946,1,10+ years
153947,2,8 years
153952,1,7 years
153955,2,8 years
153956,0,10+ years
153957,2,10+ years
153958,1,10+ years
153961,1,10+ years
153962,1,10+ years
153964,0,9 years
153965,1,10+ years
153967,1,10+ years
153969,0,10+ years
153973,2,6 years
153978,1,10+ years
153979,0,10+ years
153983,0,10+ years
153986,1,10+ years
153988,0,10+ years
153989,2,10+ years
153991,0,8 years
153994,1,9 years
153997,1,10+ years
153998,1,10+ years
154000,1,10+ years
154004,0,10+ years
154005,1,6 years
154006,0,10+ years
154007,2,7 years
154009,1,10+ years
154012,2,7 years
154014,0,10+ years
154015,1,10+ years
154017,2,10+ years
154018,0,10+ years
154020,2,10+ years
154021,1,7 years
154023,0,10+ years
154026,0,10+ years
154029,2,10+ years
154031,0,10+ years
154035,1,10+ years
154036,0,10+ years
154037,0,10+ years
154038,2,7 years
154039,0,7 years
154046,1,10+ years
154048,0,9 years
154049,1,9 years
154050,1,9 years
154051,1,10+ years
154052,1,10+ years
154054,0,10+ years
154056,0,10+ years
154057,0,6 years
154058,0,9 years
154059,1,9 years
154063,0,10+ years
154065,1,10+ years
154068,1,9 years
154073,2,7 years
154074,1,10+ years
154075,2,6 years
154077,0,8 years
154078,1,10+ years
154079,1,8 years
154080,1,7 years
154081,0,10+ years
154090,1,7 years
154092,1,10+ years
154093,2,9 years
154096,1,9 years
154097,1,10+ years
154099,1,10+ years
154100,1,10+ years
154102,2,10+ years
154107,0,7 years
154109,2,10+ years
154110,1,6 years
154111,0,10+ years
154113,2,10+ years
154116,1,10+ years
154118,1,10+ years
154121,2,10+ years
154122,0,6 years
154124,2,8 years
154126,2,10+ years
154127,2,10+ years
154128,1,10+ years
154130,0,10+ years
154131,2,10+ years
154133,0,10+ years
154134,1,10+ years
154135,1,10+ years
154138,2,10+ years
154139,1,10+ years
154140,1,10+ years
154142,1,10+ years
154144,1,6 years
154145,1,10+ years
154146,0,10+ years
154147,0,8 years
154150,2,10+ years
154151,1,6 years
154154,0,10+ years
154156,1,10+ years
154157,1,10+ years
154159,0,10+ years
154161,2,10+ years
154162,2,10+ years
154163,0,10+ years
154164,1,8 years
154166,2,10+ years
154168,1,10+ years
154169,1,7 years
154171,1,8 years
154173,2,6 years
154177,2,9 years
154185,0,6 years
154187,0,6 years
154188,1,10+ years
154191,0,10+ years
154194,2,10+ years
154197,0,6 years
154199,1,10+ years
154202,1,10+ years
154204,1,9 years
154208,1,10+ years
154209,2,10+ years
154210,2,10+ years
154211,2,10+ years
154212,0,10+ years
154213,1,10+ years
154215,2,6 years
154217,0,10+ years
154221,1,10+ years
154222,0,10+ years
154223,1,10+ years
154225,2,9 years
154226,1,10+ years
154227,1,7 years
154232,0,6 years
154233,1,10+ years
154237,2,10+ years
154238,2,10+ years
154239,0,10+ years
154241,1,9 years
154242,1,10+ years
154243,0,10+ years
154244,1,10+ years
154245,1,10+ years
154246,1,8 years
154247,1,10+ years
154248,2,10+ years
154249,2,6 years
154250,2,10+ years
154251,1,10+ years
154255,0,10+ years
154257,1,8 years
154258,0,10+ years
154259,2,10+ years
154263,1,10+ years
154265,1,6 years
154266,1,10+ years
154267,1,10+ years
154268,2,10+ years
154271,2,10+ years
154272,0,7 years
154276,0,9 years
154278,2,10+ years
154281,0,7 years
154283,1,10+ years
154285,2,10+ years
154286,2,7 years
154288,2,10+ years
154290,2,6 years
154291,1,8 years
154292,1,10+ years
154293,1,8 years
154294,2,10+ years
154295,0,10+ years
154296,1,10+ years
154297,2,7 years
154298,1,10+ years
154299,1,10+ years
154300,0,8 years
154302,0,8 years
154305,2,9 years
154306,0,10+ years
154307,1,6 years
154308,0,10+ years
154309,2,10+ years
154313,0,10+ years
154321,0,8 years
154322,0,6 years
154325,0,10+ years
154326,2,9 years
154329,2,8 years
154331,2,7 years
154334,1,10+ years
154335,1,10+ years
154336,1,8 years
154338,0,10+ years
154342,0,10+ years
154343,0,10+ years
154344,2,10+ years
154345,2,10+ years
154346,2,7 years
154347,0,10+ years
154352,0,10+ years
154353,0,10+ years
154354,1,10+ years
154355,2,10+ years
154357,2,10+ years
154358,1,10+ years
154359,0,9 years
154361,1,10+ years
154362,2,6 years
154363,2,10+ years
154364,1,10+ years
154365,0,10+ years
154366,1,10+ years
154369,0,6 years
154370,2,6 years
154373,0,10+ years
154374,0,6 years
154378,1,9 years
154379,0,10+ years
154380,1,10+ years
154381,2,10+ years
154384,1,10+ years
154385,0,10+ years
154388,2,8 years
154389,1,6 years
154390,2,10+ years
154391,0,10+ years
154392,0,10+ years
154393,2,10+ years
154394,0,8 years
154396,1,10+ years
154398,0,10+ years
154399,0,8 years
154405,1,10+ years
154408,0,10+ years
154410,2,10+ years
154411,0,10+ years
154412,1,9 years
154413,1,10+ years
154414,1,10+ years
154416,2,10+ years
154419,1,10+ years
154423,0,10+ years
154424,1,7 years
154427,2,10+ years
154428,1,7 years
154431,0,10+ years
154432,2,10+ years
154433,2,10+ years
154439,2,10+ years
154440,0,10+ years
154441,0,10+ years
154442,2,10+ years
154443,1,9 years
154445,2,10+ years
154446,1,7 years
154447,0,7 years
154453,2,10+ years
154454,2,7 years
154455,2,9 years
154459,1,8 years
154461,2,9 years
154462,1,10+ years
154464,1,10+ years
154465,0,10+ years
154468,1,9 years
154469,2,10+ years
154472,2,10+ years
154474,1,10+ years
154475,2,6 years
154479,1,10+ years
154480,0,8 years
154481,0,10+ years
154484,0,10+ years
154486,2,10+ years
154487,0,10+ years
154488,2,8 years
154489,2,7 years
154491,1,10+ years
154492,2,10+ years
154493,2,7 years
154494,2,10+ years
154495,2,8 years
154496,2,10+ years
154498,2,10+ years
154499,2,10+ years
154500,1,10+ years
154502,2,10+ years
154504,2,8 years
154505,0,9 years
154506,0,6 years
154508,0,7 years
154510,1,10+ years
154514,2,8 years
154515,0,7 years
154517,0,10+ years
154519,1,10+ years
154521,0,10+ years
154525,1,10+ years
154526,1,7 years
154527,2,9 years
154529,0,10+ years
154530,0,10+ years
154531,0,6 years
154534,2,10+ years
154535,0,10+ years
154536,1,10+ years
154537,1,10+ years
154540,1,7 years
154541,1,10+ years
154542,0,10+ years
154543,0,10+ years
154544,0,10+ years
154545,0,10+ years
154550,2,10+ years
154552,1,10+ years
154554,0,10+ years
154556,0,8 years
154557,1,10+ years
154558,2,10+ years
154559,1,10+ years
154560,2,8 years
154561,1,10+ years
154563,0,10+ years
154564,0,6 years
154565,2,10+ years
154566,0,10+ years
154569,0,10+ years
154571,2,10+ years
154577,0,10+ years
154579,0,10+ years
154581,1,6 years
154582,2,7 years
154583,2,8 years
154584,2,10+ years
154587,0,7 years
154588,2,10+ years
154589,2,10+ years
154591,2,8 years
154592,1,7 years
154594,1,8 years
154600,0,10+ years
154602,2,10+ years
154606,2,9 years
154609,1,10+ years
154610,0,8 years
154611,0,7 years
154618,2,10+ years
154620,2,10+ years
154622,1,10+ years
154623,1,8 years
154626,1,10+ years
154629,2,10+ years
154632,0,10+ years
154633,1,7 years
154639,2,9 years
154640,2,9 years
154645,2,10+ years
154647,1,10+ years
154650,0,8 years
154652,1,8 years
154653,1,6 years
154661,1,10+ years
154663,1,10+ years
154665,2,10+ years
154667,2,10+ years
154668,0,6 years
154669,0,10+ years
154670,0,10+ years
154671,2,6 years
154672,0,10+ years
154673,1,10+ years
154674,0,10+ years
154678,0,10+ years
154680,0,10+ years
154681,0,10+ years
154682,0,8 years
154685,0,10+ years
154687,0,9 years
154689,2,7 years
154690,2,10+ years
154692,1,10+ years
154693,2,10+ years
154694,0,10+ years
154695,0,6 years
154696,2,10+ years
154699,1,10+ years
154700,1,9 years
154704,0,10+ years
154709,1,10+ years
154711,0,10+ years
154712,0,7 years
154713,1,10+ years
154720,1,8 years
154722,2,10+ years
154725,0,7 years
154726,1,10+ years
154731,2,10+ years
154733,2,9 years
154734,2,10+ years
154735,0,10+ years
154736,1,10+ years
154740,2,10+ years
154742,1,9 years
154743,2,10+ years
154744,2,7 years
154747,0,10+ years
154748,1,10+ years
154749,2,10+ years
154751,0,10+ years
154752,1,10+ years
154754,2,8 years
154755,0,10+ years
154757,0,10+ years
154758,2,9 years
154760,1,10+ years
154762,0,10+ years
154763,0,6 years
154764,1,7 years
154767,0,7 years
154768,1,7 years
154769,2,9 years
154771,2,10+ years
154772,0,10+ years
154776,1,9 years
154781,1,10+ years
154782,2,10+ years
154783,1,10+ years
154784,1,6 years
154785,1,10+ years
154788,1,10+ years
154789,0,10+ years
154792,1,8 years
154793,1,10+ years
154794,1,10+ years
154795,1,10+ years
154796,2,8 years
154797,1,10+ years
154798,2,10+ years
154800,1,10+ years
154801,0,10+ years
154802,0,10+ years
154803,2,10+ years
154806,1,10+ years
154807,1,7 years
154809,1,8 years
154812,0,10+ years
154813,0,10+ years
154814,2,10+ years
154816,2,10+ years
154817,0,6 years
154819,0,7 years
154820,1,6 years
154821,2,10+ years
154822,0,7 years
154823,0,10+ years
154824,1,6 years
154827,1,10+ years
154828,0,10+ years
154831,0,10+ years
154834,2,8 years
154836,0,10+ years
154837,0,10+ years
154838,2,10+ years
154841,0,10+ years
154843,2,10+ years
154845,1,10+ years
154847,0,7 years
154855,1,9 years
154857,0,10+ years
154858,2,10+ years
154859,1,10+ years
154861,0,6 years
154862,1,10+ years
154863,0,7 years
154867,1,10+ years
154868,0,7 years
154869,0,10+ years
154870,2,8 years
154871,0,10+ years
154872,2,9 years
154875,0,7 years
154876,1,10+ years
154877,0,10+ years
154880,0,7 years
154881,1,10+ years
154883,2,10+ years
154888,0,10+ years
154889,0,9 years
154891,0,9 years
154893,1,10+ years
154894,2,10+ years
154896,0,8 years
154897,1,10+ years
154899,0,9 years
154900,2,10+ years
154901,0,10+ years
154907,0,7 years
154908,2,6 years
154909,0,6 years
154911,1,10+ years
154914,2,7 years
154915,2,10+ years
154917,2,10+ years
154921,0,10+ years
154924,1,8 years
154928,1,10+ years
154929,1,10+ years
154930,1,10+ years
154933,1,9 years
154935,0,10+ years
154936,1,10+ years
154938,2,10+ years
154939,0,10+ years
154943,0,9 years
154946,0,10+ years
154947,1,10+ years
154948,2,10+ years
154953,0,10+ years
154954,1,9 years
154956,2,10+ years
154957,0,8 years
154960,1,10+ years
154961,2,10+ years
154963,0,7 years
154964,1,10+ years
154965,1,6 years
154968,1,10+ years
154969,2,8 years
154970,1,6 years
154972,0,8 years
154974,1,7 years
154977,2,10+ years
154978,2,10+ years
154980,2,8 years
154983,0,10+ years
154984,2,6 years
154985,2,8 years
154986,2,7 years
154987,1,10+ years
154990,1,10+ years
154991,2,10+ years
154993,0,7 years
154994,1,10+ years
154997,2,10+ years
154998,1,10+ years
155000,1,7 years
155001,2,8 years
155002,1,9 years
155003,0,10+ years
155004,0,10+ years
155005,2,10+ years
155006,0,10+ years
155007,2,10+ years
155010,1,9 years
155011,0,10+ years
155013,0,10+ years
155015,1,9 years
155016,0,10+ years
155018,1,10+ years
155022,2,10+ years
155023,0,7 years
155025,1,10+ years
155026,1,10+ years
155027,1,10+ years
155028,0,8 years
155030,1,10+ years
155035,0,9 years
155037,1,9 years
155039,0,6 years
155040,0,10+ years
155041,1,10+ years
155044,0,10+ years
155045,1,10+ years
155046,1,10+ years
155049,2,6 years
155050,1,10+ years
155051,2,10+ years
155052,2,10+ years
155057,1,10+ years
155059,2,10+ years
155061,2,10+ years
155064,1,8 years
155065,1,10+ years
155066,0,9 years
155068,2,9 years
155069,1,8 years
155071,1,8 years
155072,2,7 years
155074,1,10+ years
155075,1,6 years
155076,2,10+ years
155077,1,10+ years
155082,0,8 years
155083,2,7 years
155084,2,9 years
155085,2,10+ years
155087,1,8 years
155088,0,7 years
155090,0,10+ years
155093,2,7 years
155094,1,7 years
155095,2,9 years
155096,0,10+ years
155098,0,9 years
155099,2,10+ years
155100,0,10+ years
155101,1,10+ years
155102,0,9 years
155104,0,7 years
155105,1,10+ years
155109,2,10+ years
155113,1,10+ years
155114,0,10+ years
155117,1,10+ years
155118,0,10+ years
155120,1,6 years
155125,1,8 years
155126,2,10+ years
155131,2,10+ years
155135,1,10+ years
155136,2,9 years
155139,2,10+ years
155142,2,10+ years
155143,1,10+ years
155144,0,7 years
155146,0,9 years
155147,0,10+ years
155148,2,10+ years
155150,1,10+ years
155151,1,10+ years
155153,2,9 years
155157,2,9 years
155158,2,10+ years
155161,1,10+ years
155162,0,6 years
155168,1,10+ years
155171,2,10+ years
155175,2,10+ years
155176,0,10+ years
155180,0,7 years
155181,2,10+ years
155185,1,8 years
155188,0,9 years
155191,1,10+ years
155193,0,10+ years
155194,1,8 years
155195,0,10+ years
155197,1,7 years
155199,1,9 years
155200,2,6 years
155204,2,8 years
155206,0,10+ years
155208,2,10+ years
155209,1,10+ years
155211,1,10+ years
155216,2,10+ years
155217,2,10+ years
155221,0,10+ years
155223,0,10+ years
155224,1,10+ years
155225,1,7 years
155228,1,7 years
155229,2,10+ years
155231,1,10+ years
155232,2,9 years
155234,2,10+ years
155236,0,6 years
155237,2,6 years
155238,1,10+ years
155240,2,10+ years
155241,1,10+ years
155243,2,10+ years
155244,0,9 years
155245,1,10+ years
155246,0,6 years
155247,2,10+ years
155252,2,10+ years
155254,1,10+ years
155255,1,9 years
155259,0,7 years
155262,0,8 years
155267,0,10+ years
155269,1,8 years
155270,1,10+ years
155272,1,10+ years
155274,2,8 years
155275,2,7 years
155277,2,10+ years
155278,1,9 years
155279,2,10+ years
155281,0,7 years
155282,2,10+ years
155283,1,10+ years
155285,1,8 years
155288,2,9 years
155289,2,6 years
155291,1,10+ years
155295,0,10+ years
155296,0,10+ years
155299,1,8 years
155300,0,6 years
155302,1,10+ years
155306,1,10+ years
155308,2,10+ years
155310,2,8 years
155312,1,10+ years
155317,1,9 years
155318,1,10+ years
155319,1,10+ years
155320,2,10+ years
155322,1,8 years
155325,2,10+ years
155327,2,8 years
155328,2,10+ years
155335,1,10+ years
155336,1,6 years
155337,1,10+ years
155339,1,10+ years
155340,2,6 years
155342,0,10+ years
155343,1,7 years
155347,2,10+ years
155349,0,10+ years
155351,1,10+ years
155352,1,10+ years
155358,1,10+ years
155359,0,10+ years
155361,0,6 years
155363,2,9 years
155364,1,10+ years
155367,1,10+ years
155368,2,6 years
155370,0,10+ years
155372,0,10+ years
155373,1,7 years
155374,1,10+ years
155375,1,10+ years
155377,1,7 years
155379,0,10+ years
155380,1,10+ years
155381,1,10+ years
155382,2,6 years
155383,1,9 years
155386,2,10+ years
155391,2,7 years
155395,1,8 years
155396,1,10+ years
155398,0,10+ years
155399,1,8 years
155400,1,8 years
155401,1,10+ years
155402,0,10+ years
155403,1,10+ years
155408,2,6 years
155414,1,8 years
155416,0,10+ years
155418,2,10+ years
155420,0,10+ years
155423,1,10+ years
155424,1,10+ years
155427,2,7 years
155428,2,10+ years
155429,1,10+ years
